pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Event_description	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Fonti_primarie	Fonti_secondarie	source
item_407	Prima ascensione: Pizzo Bernina 	Pizzo Bernina	FALSE				First absolute ascent				13 settembre 1850	1850	Johann Coaz, Jon Tscharner,  Lorenz Ragut Tscharner			Johann Coaz, Jon Tscharner,  Lorenz Ragut Tscharner		[1]	Wikipedia
item_408	Prima ascensione: Pizzo del Diavolo di Tenda 	Pizzo del Diavolo di Tenda	FALSE		Silver age of alpinism		First absolute ascent				settembre 1870	1870	Alessandro Rossi			Alessandro Rossi			Wikipedia
item_409	Prima ascensione: Pizzo Suretta 	Pizzo Suretta	FALSE		Silver age of alpinism		First absolute ascent				18 luglio 1869	1869	Arnold Baltzer	Georg Trepp		Arnold Baltzer, Georg Trepp			Wikipedia
item_410	Prima ascensione: Polluce (monte) 	Polluce (monte)	FALSE		Golden age of alpinism		First absolute ascent				1º agosto 1864	1864	Peter Taugwalder senior, Jules Jacot			Peter Taugwalder senior, Jules Jacot			Wikipedia
item_411	Prima ascensione: Presolana 	Presolana	FALSE		Silver age of alpinism		First absolute ascent				3 ottobre1870	1870	A. Curò, F. Frizzoni, C. Medici			A. Curò, F. Frizzoni, C. Medici			Wikipedia
item_412	Prima ascensione: Punta Bianca (Alpi della Zillertal) 	Punta Bianca (Alpi della Zillertal)	FALSE		Silver age of alpinism		First absolute ascent				8 agosto 1871	1871	Erich Künigl			Erich Künigl			Wikipedia
item_413	Prima ascensione: Punta di Finale 	Punta di Finale	FALSE		Silver age of alpinism		First absolute ascent				8 settembre1865	1865	Franz Senn	Cyprian Granbichler, Josef Gstrein		Franz Senn, Cyprian Granbichler, Josef Gstrein			Wikipedia
item_414	Prima ascensione: Tour Jaune de Barabbas 	Tour Jaune de Barabbas	FALSE				First absolute ascent				5 agosto 1907	1907	L. Noel, M. R. Touchon			L. Noel, M. R. Touchon			Wikipedia
item_415	Prima ascensione: Tour Noir 	Tour Noir	FALSE		Silver age of alpinism		First absolute ascent				3 agosto 1876	1876	E. Javelle, F. F. Turner	J. Moser, f. Tournier		E. Javelle, F. F. Turner, J. Moser, f. Tournier			Wikipedia
item_416	Prima ascensione: Velika Baba 	Velika Baba	FALSE				First absolute ascent				1896	1896	Lovrenc Potočnik, Louise Schütz, Paula Schütz			Lovrenc Potočnik, Louise Schütz, Paula Schütz			Wikipedia
item_417	Prima ascensione: Vordere Kopfwand 	Vordere Kopfwand	FALSE				First absolute ascent				10 agosto 1922	1922	H. Heinzl, G. Köhler			H. Heinzl, G. Köhler			Wikipedia
item_418	Prima ascensione: Wellenkuppe 	Wellenkuppe	FALSE		Silver age of alpinism		First absolute ascent				1º luglio 1865	1865	Lord Francis Douglas	P. Inäbnit, Peter Taugwalder senior		Lord Francis Douglas, P. Inäbnit, Peter Taugwalder senior			Wikipedia
item_419	Prima ascensione: Zeleniške 	Zeleniške	FALSE				First absolute ascent				1911	1911	Bogomil Brinšek, Ivan Kovač, Pavel Kunaver, Ivan Michler, Ivan Tavča			Bogomil Brinšek, Ivan Kovač, Pavel Kunaver, Ivan Michler, Ivan Tavča			Wikipedia
item_420	Prima ascensione: Cima Maledia 	Cima Maledia	FALSE				First absolute ascent				1895	1895	M. Louis Maubert, Jean-Baptiste Plent			M. Louis Maubert, Jean-Baptiste Plent			Wikipedia
item_421	Prima ascensione: Kitzsteinhorn 	Kitzsteinhorn	FALSE				First absolute ascent				1828	1828	Johann Entacher		Austria	Johann Entacher		Erschliessung 3, 220-1	Wikipedia, Wikipedia Table
item_422	Prima ascensione: Ludwigshöhe 	Ludwigshöhe	FALSE				First absolute ascent				25 agosto 1822	1822	Ludwig van Welden			Ludwig van Welden			Wikipedia
item_423	Prima ascensione: Mont Greuvetta 	Mont Greuvetta	FALSE		Silver age of alpinism		First absolute ascent				15 agosto1876	1876	Lionel Dècle	Henry Devouassoud, Edouard Cupelin		Lionel Dècle, Henry Devouassoud, Edouard Cupelin		[1]	Wikipedia
item_424	Prima ascensione: Cima di Entrelor 	Cima di Entrelor	FALSE		Silver age of alpinism		First absolute ascent				14 agosto 1877	1877	Pierre Puiseux, Louis Boutan			Pierre Puiseux, Louis Boutan		[1]	Wikipedia
item_425	Prima ascensione: Dammastock 	Dammastock	FALSE		Golden age of alpinism		First absolute ascent				28 luglio 1864	1864	Albert Hoffmann-Burkhardt	Johann Fischer e Andreas von Weissenfluh		Albert Hoffmann-Burkhardt, Johann Fischer e Andreas von Weissenfluh			Wikipedia
item_426	Prima ascensione: Hockenhorn 	Hockenhorn	FALSE				First absolute ascent				1840	1840	Arthur Thomas Malkin			Arthur Thomas Malkin			Wikipedia
item_427	Prima ascensione: Campanile di Val Montanaia 	Campanile di Val Montanaia	FALSE				First absolute ascent				17/09/1902	1902	Victor Wolf  von Glanvell, Karl von Saar			Victor Wolf  von Glanvell, Karl von Saar			Wikipedia
item_428	Prima ascensione: Jôf di Montasio 	Jôf di Montasio	FALSE		Silver age of alpinism		First absolute ascent				1877	1877	Herman Findenegg			Herman Findenegg			Wikipedia
item_429	Prima ascensione: Monte Brulé 	Monte Brulé	FALSE				First absolute ascent				6 agosto 1882	1882	Alphonse Chambrelent, André Michelin, Edouard Michelin, Pierre Puiseux, Bernard Wolff, Marc Wolff			Alphonse Chambrelent, André Michelin, Edouard Michelin, Pierre Puiseux, Bernard Wolff, Marc Wolff			Wikipedia
item_430	Prima ascensione: Monte Oronaye 	Monte Oronaye	FALSE				First absolute ascent				agosto 1883	1883	Giovanni Masini, Ettore Troya			Giovanni Masini, Ettore Troya			Wikipedia
item_431	Prima ascensione: Punta Calabre 	Punta Calabre	FALSE		Silver age of alpinism		First absolute ascent				7 agosto 1881	1881	Ettore Troya	caporali alpini		Ettore Troya, caporali alpini		[1]	Wikipedia
item_432	Prima ascensione: Punta Valletta 	Punta Valletta	FALSE				First absolute ascent				1 settembre 1888	1888	Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi			Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi		[1]	Wikipedia
item_433	Prima ascensione: Tête du Rouget 	Tête du Rouget	FALSE		Silver age of alpinism		First absolute ascent				23 luglio 1877	1877	Emmanuel Boileau de Castelnau	Pierre Gaspard padre e figlio		Emmanuel Boileau de Castelnau, Pierre Gaspard padre e figlio			Wikipedia
item_434	Prima ascensione: Denti d'Ambin 	Denti d'Ambin	FALSE				First absolute ascent				14 luglio 1884	1884	Giovanni Gerra	Edoardo Sibille, Francesco Sibille		Giovanni Gerra, Edoardo Sibille, Francesco Sibille			Wikipedia
item_435	Prima ascensione: Hoher Dachstein 	Hoher Dachstein	FALSE				First Winter Ascent		Unisputed	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	14 January 1847	1847	Friedrich Simony			Friedrich Simony			Wikipedia
item_436	Prima ascensione: Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent		Less credited	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	1823	1823	Jakob Buchsteiner			Jakob Buchsteiner			Wikipedia
item_437	Prima ascensione: Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent		Less credited	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	1819	1819	Jakob Buchsteiner			Jakob Buchsteiner			Wikipedia
item_438	Prima ascensione: Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent		Alternative Hypotheses		1832	1832	Peter Gappmayr		Austria	Peter Gappmayr		Erschliessung 1, 331-2, 335	Wikipedia Table
item_439	Prima ascensione: Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent		Settled		04/09/1834	1834	Peter Carl Thurwieser	Adam Gappmayr, Peter Gappmayr		Peter Carl Thurwieser, Adam Gappmayr, Peter Gappmayr			Wikipedia
item_440	Prima ascensione: Jägerhorn 	Jägerhorn	FALSE		Silver age of alpinism		First absolute ascent			via the Routier glacier (variant of the normal route)	17 luglio1867	1867	Charles Edward Mathews, F. Morshead	Christian Almer, Andreas Maurer		Charles Edward Mathews, F. Morshead, Christian Almer, Andreas Maurer			Wikipedia
item_441	Prima ascensione: Punta Zumstein 	Punta Zumstein	FALSE				First absolute ascent				1 agosto 1820	1820	Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel	altri		Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel, altri			Wikipedia
item_442	Prima ascensione: Roc della Niera 	Roc della Niera	FALSE		Silver age of alpinism		First absolute ascent				1879	1879	Tenente Siccardi (Istituto Geografico Militare)			Tenente Siccardi (Istituto Geografico Militare)		[1]	Wikipedia
item_443	Prima ascensione: Rocca dei Tre Vescovi 	Rocca dei Tre Vescovi	FALSE				First absolute ascent				agosto 1883	1883	Ettore Troya, P. Vigliardi, due soldati anonimi			Ettore Troya, P. Vigliardi, due soldati anonimi			Wikipedia
item_444	Prima ascensione: Rocca Provenzale 	Rocca Provenzale	FALSE				First absolute ascent				1850	1850	don Agostino Provenzale			don Agostino Provenzale			Wikipedia
item_445	Prima ascensione: Rocce Fourioun 	Rocce Fourioun	FALSE				First absolute ascent				ca. 1850	1850	Topografi del Regno di Sardegna			Topografi del Regno di Sardegna			Wikipedia
item_446	Prima ascensione: Rosa dei Banchi 	Rosa dei Banchi	FALSE				First absolute ascent				1831	1831	Capitano Albert dello Stato Maggiore Sardo			Capitano Albert dello Stato Maggiore Sardo			Wikipedia
item_447	Prima ascensione: Testa Malinvern 	Testa Malinvern	FALSE				First absolute ascent				1878	1878	Tenente Siccardi (Istituto Geografico Militare)			Tenente Siccardi (Istituto Geografico Militare)			Wikipedia
item_448	Prima ascensione: Torre d'Ovarda 	Torre d'Ovarda	FALSE		Silver age of alpinism		First absolute ascent				12 agosto1872	1872	Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras	G.B. Sefusatti padre e figlio		Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras, G.B. Sefusatti padre e figlio			Wikipedia
item_449	Prima ascensione: Tsanteleina 	Tsanteleina	FALSE		Silver age of alpinism		First absolute ascent				9 agosto1865	1865	Thomas Blanford, Robert Cradock Nichols, Edward Penning Rowsell, Joseph Victor Favret, Frasseron			Thomas Blanford, Robert Cradock Nichols, Edward Penning Rowsell, Joseph Victor Favret, Frasseron		[1]	Wikipedia
item_450	Prima ascensione: Turska gora 	Turska gora	FALSE				First absolute ascent				1893	1893	Miha Kos, Miha Uršič			Miha Kos, Miha Uršič			Wikipedia
item_451	Prima ascensione: Pizzo Badile 	Pizzo Badile	FALSE		Silver age of alpinism		First absolute ascent				27 luglio 1867	1867	William Auguste Coolidge, François Devouassoud, Henry Dévouassoud		French, American	William Auguste Coolidge, François Devouassoud, Henry Dévouassoud		Studer, Vol 3, pp. 233-4	Wikipedia
item_452	Prima ascensione: Schreckhorn 	Schreckhorn	FALSE		Golden age of alpinism		First absolute ascent				16 agosto1861	1861	Peter Michel, Leslie Stephen, Ulrich Kaufmann, Christian Michel			Peter Michel, Leslie Stephen, Ulrich Kaufmann, Christian Michel		Leslie Stephen, The Ascent of the Schreckhorn, Peaks, Passes, and Glaciers, Volume 2, pp 3-14, London: Longman, Green, Longman, and Roberts, 1862	Wikipedia, Wikipedia Table
item_453	Prima ascensione: Doldenhorn 	Doldenhorn	FALSE		Golden age of alpinism		First absolute ascent				30 giugno 1862	1862	J. Bischoff, K. Blatter, Christian Lauener, G. Reichen, A. Roth, Edmund von Fellenberg			J. Bischoff, K. Blatter, Christian Lauener, G. Reichen, A. Roth, Edmund von Fellenberg			Wikipedia
item_454	Prima ascensione: Aiguille de Talèfre 	Aiguille de Talèfre	FALSE		Silver age of alpinism		First absolute ascent				25 agosto1879	1879	Johan Baumann, F. J. Cullinam, G. Fitzgerald, Émile Rey, Joseph Moser, Laurent Lanier			Johan Baumann, F. J. Cullinam, G. Fitzgerald, Émile Rey, Joseph Moser, Laurent Lanier		Renato Chabod, Lorenzo Grivel, Silvio Saglio, Gino Buscaini, Monte Bianco, vol. 2, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 246]	Wikipedia
item_455	Prima ascensione: Corno Stella 	Corno Stella	FALSE				First absolute ascent				22 agosto 1903	1903	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo	Peter Knubel, Niklaus Knubel, Eduard Cupelin, tre portatori		Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo, Peter Knubel, Niklaus Knubel, Eduard Cupelin, tre portatori		[1]	Wikipedia
item_456	Prima ascensione: Grivola 	Grivola	FALSE		Golden age of alpinism		First absolute ascent				23 agosto1859	1859	J.Ormsby, R.Bruce, Fidèle-Ambroise Dayné, Zachary Cachat, Jean Tairraz		Kingdom of Sardinia	J.Ormsby, R.Bruce, Fidèle-Ambroise Dayné, Zachary Cachat, Jean Tairraz		John Ormsby (1862) Ascent of the Grivola in Peaks, Passes, and Glaciers, pp. 318-38	Wikipedia, Wikipedia Table
item_457	Prima ascensione: Grivoletta 	Grivoletta	FALSE				First absolute ascent				14 agosto 1885	1885	George Yeld, S. Henry, J. Jeantet			George Yeld, S. Henry, J. Jeantet		[1]	Wikipedia
item_458	Prima ascensione: Lauteraarhorn 	Lauteraarhorn	FALSE				First absolute ascent				8 agosto1842	1842	Pierre Jean Édouard Desor, Christian Girard, Arnold Escher von der Linth	Melchior Bannholzer, Jakob Leuthold	Switzerland	Pierre Jean Édouard Desor, Christian Girard, Arnold Escher von der Linth, Melchior Bannholzer, Jakob Leuthold			Wikipedia, Wikipedia Table
item_459	Prima ascensione: Lyskamm Occidentale 	Lyskamm Occidentale	FALSE		Golden age of alpinism		First absolute ascent				16 agosto1864	1864	Leslie Stephen, Edward North Buxton	Jakob Anderegg, Franz Biner		Leslie Stephen, Edward North Buxton, Jakob Anderegg, Franz Biner			Wikipedia
item_460	Prima ascensione: Mönch 	Mönch	FALSE		Golden age of alpinism		First absolute ascent				15 agosto 1857	1857	Christian Almer, Christian Kaufmann, Ulrich Kaufmann, Sigismund Porges		Austria, Switzerland	Christian Almer, Christian Kaufmann, Ulrich Kaufmann, Sigismund Porges		Studer, Vol 1, pp. 144-5	Wikipedia, Wikipedia Table
item_461	Prima ascensione: Punta Dufour 	Punta Dufour	FALSE		Golden age of alpinism		First absolute ascent		Competing Hypothesis		1º agosto 1855	1855	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson	Matthäus Zumtaugwald, Johannes Zumtaugwald	Switzerland, England	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson, Matthäus Zumtaugwald, Johannes Zumtaugwald		Studer, Vol 2, pp. 85-6	Wikipedia, Wikipedia Table
item_462	Prima ascensione: Punta Scais 	Punta Scais	FALSE		Silver age of alpinism		First absolute ascent				3 luglio 1881	1881	Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni			Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni		[1]	Wikipedia
item_463	Prima ascensione: Torre di Brenta 	Torre di Brenta	FALSE				First absolute ascent				24 giugno1882	1882	Edward Theodore Compton, Matteo Nicolussi			Edward Theodore Compton, Matteo Nicolussi			Wikipedia
item_464	Prima ascensione: Corno di Cavento 	Corno di Cavento	FALSE		Silver age of alpinism		First absolute ascent				3 settembre1868	1868	Julius von Payer, Coronna, Griesmayer, Haller			Julius von Payer, Coronna, Griesmayer, Haller			Wikipedia
item_465	Prima ascensione: Grande Casse 	Grande Casse	FALSE		Golden age of alpinism		First absolute ascent				8 agosto1860	1860	William Mathews, Michel Croz, Étienne Favre		Switzerland, England	William Mathews, Michel Croz, Étienne Favre			Wikipedia, Wikipedia Table
item_466	Prima ascensione: Mont Avic 	Mont Avic	FALSE		Silver age of alpinism		First absolute ascent				1875	1875	Martino Baretti, Bovio, Santelli			Martino Baretti, Bovio, Santelli			Wikipedia
item_467	Prima ascensione: Monte Cridola 	Monte Cridola	FALSE				First absolute ascent				1884	1884	Julius Kugy, Pacifico Zande, Giacomo Orsolina (guida di Auronzo di Cadore)			Julius Kugy, Pacifico Zande, Giacomo Orsolina (guida di Auronzo di Cadore)			Wikipedia
item_468	Prima ascensione: Pizzo Scalino 	Pizzo Scalino	FALSE		Silver age of alpinism		First absolute ascent				22 giugno 1866	1866	Francis Fox Tuckett, Brown	guide Almer e Andermatten		Francis Fox Tuckett, Brown, guide Almer e Andermatten			Wikipedia
item_469	Prima ascensione: Planjava 	Planjava	FALSE				First absolute ascent				1793	1793	Franz von Hohenwart, Spruk			Franz von Hohenwart, Spruk			Wikipedia
item_470	Prima ascensione: Punta delle Sengie 	Punta delle Sengie	FALSE		Silver age of alpinism		First absolute ascent				4 settembre 1876	1876	Douglas William Freshfield, Charles Comyns Tucker, D. Minnigerode, F. Devouassoud and P. L. Guichardaz			Douglas William Freshfield, Charles Comyns Tucker, D. Minnigerode, F. Devouassoud and P. L. Guichardaz			Wikipedia
item_471	Prima ascensione: Scharwandeck 	Scharwandeck	FALSE				First absolute ascent				7 settembre 1913	1913	maggiore E. v.,  Hans Reinl,  Anton Steinmaier, Felix Steinmaier, K. Wieshammer			maggiore E. v.,  Hans Reinl,  Anton Steinmaier, Felix Steinmaier, K. Wieshammer			Wikipedia
item_472	Prima ascensione: Uia di Ciamarella 	Uia di Ciamarella	FALSE		Golden age of alpinism		First absolute ascent				31 luglio 1857	1857	Antonio Tonini e Ambrosini			Antonio Tonini e Ambrosini			Wikipedia
item_473	Prima ascensione: Uia di Mondrone 	Uia di Mondrone	FALSE		Golden age of alpinism		First absolute ascent				1857	1857	Antonio Tonini e Ambrosini			Antonio Tonini e Ambrosini			Wikipedia
item_474	Prima ascensione: Pic Eccles 	Pic Eccles	FALSE		Silver age of alpinism		First absolute ascent				31 agosto 1874	1874	probabilmente James Aubrey-Garth-Marshall, Johann Fisher, Ulrich Almer			probabilmente James Aubrey-Garth-Marshall, Johann Fisher, Ulrich Almer		Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_475	Prima ascensione: Aiguille de Triolet 	Aiguille de Triolet	FALSE		Silver age of alpinism		First absolute ascent				26 agosto1874	1874	James Aubrey-Garth-Marshall, Johann Fischer, Ulrich Almer			James Aubrey-Garth-Marshall, Johann Fischer, Ulrich Almer			Wikipedia
item_476	Prima ascensione: Cima d'Ambiez 	Cima d'Ambiez	FALSE		Silver age of alpinism		First absolute ascent				5 settembre1880	1880	N. Gaskel, Maurice Holzmann, Johann Kaufmann			N. Gaskel, Maurice Holzmann, Johann Kaufmann			Wikipedia
item_477	Prima ascensione: Blinnenhorn 	Blinnenhorn	FALSE		Silver age of alpinism		????				5 settembre 1866	1866	Sedley Taylor, Johann Tännler, Franz Guntern (or Guntren)			Sedley Taylor, Johann Tännler, Franz Guntern (or Guntren)		[3] [4]	Wikipedia
item_478	Prima ascensione: Piz Corvatsch 	Piz Corvatsch	FALSE				First absolute ascent				13 luglio1850	1850	Johann Coaz, compagni			Johann Coaz, compagni		[1]	Wikipedia
item_479	Prima ascensione: Ago di Nardis 	Ago di Nardis	FALSE				First absolute ascent				28/07/1885	1885	Alberto de Falkner, O. de Falkner, I. Salvatori, A. Tambosi			Alberto de Falkner, O. de Falkner, I. Salvatori, A. Tambosi			Wikipedia
item_480	Prima ascensione: Aiguille du Tour 	Aiguille du Tour	FALSE				First absolute ascent				1926	1926	M. Dreyfus, R. Duval, P. Henry, M. Ichac			M. Dreyfus, R. Duval, P. Henry, M. Ichac			Wikipedia
item_481	Prima ascensione: Albaron di Savoia 	Albaron di Savoia	FALSE		Silver age of alpinism		First absolute ascent				2 settembre1866	1866	R. C. Nichols, J.V. Favret			R. C. Nichols, J.V. Favret		[1]	Wikipedia
item_482	Prima ascensione: Becca di Nona 	Becca di Nona	FALSE				First absolute ascent				1832	1832	Ing. Casalegno dello Stato Maggiore Sardo			Ing. Casalegno dello Stato Maggiore Sardo			Wikipedia
item_483	Prima ascensione: Bellecôte 	Bellecôte	FALSE		Silver age of alpinism		First absolute ascent				12 settembre1866	1866	Nichols e Roswell	con guide di Chamonix		Nichols e Roswell, con guide di Chamonix			Wikipedia
item_484	Prima ascensione: Cadreghe di Viso 	Cadreghe di Viso	FALSE				First absolute ascent				26 agosto 1878	1878	Paul Guillemin, André Salvador de Quatrefages, Pic e Véritier			Paul Guillemin, André Salvador de Quatrefages, Pic e Véritier			Wikipedia
item_485	Prima ascensione: Cima del Fop 	Cima del Fop	FALSE				First absolute ascent				1913	1913	Caccia-Corio-Previtali, versante nordLocatelli-Carenini-Biffi, versante nord-est			Caccia-Corio-Previtali, versante nordLocatelli-Carenini-Biffi, versante nord-est			Wikipedia
item_486	Prima ascensione: Cima della Bondasca 	Cima della Bondasca	FALSE		Silver age of alpinism		First absolute ascent				1876	1876	Held			Held		AA. VV., Geographisches Lexikon der Schweiz, Neuenburg, Verlag von Gebrüder Attinger, 1902-1910, vol. I, 311.	Wikipedia
item_487	Prima ascensione: Cima di Valmora (N) 	Cima di Valmora (N)	FALSE				First absolute ascent				1929	1929	Corio-Carminati			Corio-Carminati			Wikipedia
item_488	Prima ascensione: Cima Nera (Alpi Venoste) 	Cima Nera (Alpi Venoste)	FALSE		Silver age of alpinism		First absolute ascent				10 settembre1867	1867	E. Pfeiffer, B. Klotz, J. Scheiber			E. Pfeiffer, B. Klotz, J. Scheiber			Wikipedia
item_489	Prima ascensione: Cimone della Bagozza 	Cimone della Bagozza	FALSE				First absolute ascent				8 luglio 1934	1934	Riccardo Cassin, R. Varallo, A. Frattini			Riccardo Cassin, R. Varallo, A. Frattini		[1]	Wikipedia
item_490	Prima ascensione: Cinque Torri 	Cinque Torri	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				15 luglio1930	1930	P. Dallamano, R. Ghirardini			P. Dallamano, R. Ghirardini			Wikipedia
item_491	Prima ascensione: Clariden 	Clariden	FALSE		Golden age of alpinism		First absolute ascent				13 agosto 1863	1863	Rambert, Streiff, Stüssi			Rambert, Streiff, Stüssi			Wikipedia
item_492	Prima ascensione: Corno Baitone 	Corno Baitone	FALSE				Prima ripetizione				1890	1890	Paolo Prudenzini			Paolo Prudenzini			Wikipedia
item_493	Prima ascensione: Corno Baitone 	Corno Baitone	FALSE				First absolute ascent				precedente al1890	1890	sconosciuto			sconosciuto			Wikipedia
item_494	Prima ascensione: Corno Bianco (Alpi Pennine) 	Corno Bianco (Alpi Pennine)	FALSE				First absolute ascent				1831	1831	capitano Albert			capitano Albert			Wikipedia
item_495	Prima ascensione: Corno Nero (Alpi Pennine) 	Corno Nero (Alpi Pennine)	FALSE		Silver age of alpinism		First absolute ascent				18 agosto1873	1873	Marco Maglioli, Alberto Rothschild			Marco Maglioli, Alberto Rothschild			Wikipedia
item_496	Prima ascensione: Cornone di Blumone 	Cornone di Blumone	FALSE				First absolute ascent				1878	1878	tenente Litzi-Richiudei (XXI compagnia degliAlpini)			tenente Litzi-Richiudei (XXI compagnia degliAlpini)			Wikipedia
item_497	Prima ascensione: Creta Grauzaria 	Creta Grauzaria	FALSE				First absolute ascent				18 giugno 1893	1893	Arturo Ferrucci, Emilio Pico	Giovanni Filaferro, Giacomo Filaferro		Arturo Ferrucci, Emilio Pico, Giovanni Filaferro, Giacomo Filaferro			Wikipedia
item_498	Prima ascensione: Crodon di Giaf 	Crodon di Giaf	FALSE				First absolute ascent				27 settembre 1901	1901	L. D'Agostini	G.B. De Santa "Barbe"		L. D'Agostini, G.B. De Santa "Barbe"			Wikipedia
item_499	Prima ascensione: Crozzon di Brenta 	Crozzon di Brenta	FALSE				First absolute ascent				8 agosto 1884	1884	K. Schulz	M. Nicolussi		K. Schulz, M. Nicolussi			Wikipedia
item_500	Prima ascensione: Dent de Perroc 	Dent de Perroc	FALSE		Silver age of alpinism		First absolute ascent				31 agosto 1871	1871	A.B. Hamilton, W.R. Rickman, Jean Anzévui, Jean Vuignier			A.B. Hamilton, W.R. Rickman, Jean Anzévui, Jean Vuignier			Wikipedia
item_501	Prima ascensione: Grand Bérard 	Grand Bérard	FALSE				First absolute ascent				1820	1820	Capitano Durand			Capitano Durand			Wikipedia
item_502	Prima ascensione: Grand Combin 	Grand Combin	FALSE		Golden age of alpinism		First absolute ascent				30/07/1859	1859	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Switzerland	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Studer, Vol 2, pp. 220-2	Wikipedia, Wikipedia Table
item_503	Prima ascensione: Grand Combin de Grafeneire 	Grand Combin de Grafeneire	FALSE		Golden age of alpinism		First absolute ascent				30/07/1859	1859	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Switzerland	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz			Wikipedia
item_504	Prima ascensione: Grand Pic de Belledonne 	Grand Pic de Belledonne	FALSE		Golden age of alpinism		First absolute ascent				16/08/1859	1859	E. Favier, S. Chapuis, A. Perrin, M. Perrin, F. Perrin			E. Favier, S. Chapuis, A. Perrin, M. Perrin, F. Perrin			Wikipedia
item_505	Prima ascensione: Grande Motte 	Grande Motte	FALSE		Golden age of alpinism		First absolute ascent				1864	1864	Cuthbert, Blandford, Rowsell			Cuthbert, Blandford, Rowsell		[1]	Wikipedia
item_506	Prima ascensione: Grande Rousse 	Grande Rousse	FALSE		Golden age of alpinism		First absolute ascent				13-14 agosto 1864	1864	T. Blansford, Chutbert, Neighbour, R. C. Nichols, E. P. Roswell, J. V. Favret, M. Brunod			T. Blansford, Chutbert, Neighbour, R. C. Nichols, E. P. Roswell, J. V. Favret, M. Brunod		[1]	Wikipedia
item_507	Prima ascensione: Granta Parey 	Granta Parey	FALSE		Golden age of alpinism		First absolute ascent				22 agosto1863	1863	Nichols Blanford e Rowsell	Favret e Jacob		Nichols Blanford e Rowsell, Favret e Jacob		[1]	Wikipedia
item_508	Prima ascensione: Großglockner 	Großglockner	FALSE				First absolute ascent			the Glokners and two other locals, guiding an hour later parson Mathias Hautzendorfer	28 luglio1800	1800	Sepp e Martin Klotz, Martin Reicher, Matthias Hautzendorfer, un altro		Austria	Sepp e Martin Klotz, Martin Reicher, Matthias Hautzendorfer, un altro		Erschliessung 3, 170-2, Klemun, pp. 160-7	Wikipedia, Wikipedia Table
