pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
item_440	Event on Jägerhorn 	Jägerhorn	FALSE		Silver age of alpinism		First absolute ascent		via the Routier glacier (variant of the normal route)	17 luglio1867	1867	Charles Edward Mathews, F. Morshead	Christian Almer, Andreas Maurer		Charles Edward Mathews, F. Morshead, Christian Almer, Andreas Maurer		Wikipedia
item_441	Event on Punta Zumstein 	Punta Zumstein	FALSE				First absolute ascent			1 agosto 1820	1820	Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel	altri		Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel, altri		Wikipedia
item_442	Event on Roc della Niera 	Roc della Niera	FALSE		Silver age of alpinism		First absolute ascent			1879	1879	Tenente Siccardi (Istituto Geografico Militare)			Tenente Siccardi (Istituto Geografico Militare)	[1]	Wikipedia
item_443	Event on Rocca dei Tre Vescovi 	Rocca dei Tre Vescovi	FALSE				First absolute ascent			agosto 1883	1883	Ettore Troya, P. Vigliardi, due soldati anonimi			Ettore Troya, P. Vigliardi, due soldati anonimi		Wikipedia
item_444	Event on Rocca Provenzale 	Rocca Provenzale	FALSE				First absolute ascent			1850	1850	don Agostino Provenzale			don Agostino Provenzale		Wikipedia
item_445	Event on Rocce Fourioun 	Rocce Fourioun	FALSE				First absolute ascent			ca. 1850	1850	Topografi del Regno di Sardegna			Topografi del Regno di Sardegna		Wikipedia
item_446	Event on Rosa dei Banchi 	Rosa dei Banchi	FALSE				First absolute ascent			1831	1831	Capitano Albert dello Stato Maggiore Sardo			Capitano Albert dello Stato Maggiore Sardo		Wikipedia
item_447	Event on Testa Malinvern 	Testa Malinvern	FALSE				First absolute ascent			1878	1878	Tenente Siccardi (Istituto Geografico Militare)			Tenente Siccardi (Istituto Geografico Militare)		Wikipedia
item_448	Event on Torre d'Ovarda 	Torre d'Ovarda	FALSE		Silver age of alpinism		First absolute ascent			12 agosto1872	1872	Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras	G.B. Sefusatti padre e figlio		Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras, G.B. Sefusatti padre e figlio		Wikipedia
item_449	Event on Tsanteleina 	Tsanteleina	FALSE		Silver age of alpinism		First absolute ascent			9 agosto1865	1865	Thomas Blanford, Robert Cradock Nichols, Edward Penning Rowsell, Joseph Victor Favret, Frasseron			Thomas Blanford, Robert Cradock Nichols, Edward Penning Rowsell, Joseph Victor Favret, Frasseron	[1]	Wikipedia
item_450	Event on Turska gora 	Turska gora	FALSE				First absolute ascent			1893	1893	Miha Kos, Miha Uršič			Miha Kos, Miha Uršič		Wikipedia
item_451	Event on Pizzo Badile 	Pizzo Badile	FALSE		Silver age of alpinism		First absolute ascent			27 luglio 1867	1867	William Auguste Coolidge, François Devouassoud, Henry Dévouassoud		French, American	William Auguste Coolidge, François Devouassoud, Henry Dévouassoud	Studer, Vol 3, pp. 233-4	Wikipedia
item_452	Event on Schreckhorn 	Schreckhorn	FALSE		Golden age of alpinism		First absolute ascent			16 agosto1861	1861	Peter Michel, Leslie Stephen, Ulrich Kaufmann, Christian Michel			Peter Michel, Leslie Stephen, Ulrich Kaufmann, Christian Michel	Leslie Stephen, The Ascent of the Schreckhorn, Peaks, Passes, and Glaciers, Volume 2, pp 3-14, London: Longman, Green, Longman, and Roberts, 1862	Wikipedia, Wikipedia Table
item_453	Event on Doldenhorn 	Doldenhorn	FALSE		Golden age of alpinism		First absolute ascent			30 giugno 1862	1862	J. Bischoff, K. Blatter, Christian Lauener, G. Reichen, A. Roth, Edmund von Fellenberg			J. Bischoff, K. Blatter, Christian Lauener, G. Reichen, A. Roth, Edmund von Fellenberg		Wikipedia
item_454	Event on Aiguille de Talèfre 	Aiguille de Talèfre	FALSE		Silver age of alpinism		First absolute ascent			25 agosto1879	1879	Johan Baumann, F. J. Cullinam, G. Fitzgerald, Émile Rey, Joseph Moser, Laurent Lanier			Johan Baumann, F. J. Cullinam, G. Fitzgerald, Émile Rey, Joseph Moser, Laurent Lanier	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Gino Buscaini, Monte Bianco, vol. 2, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 246]	Wikipedia
item_455	Event on Corno Stella 	Corno Stella	FALSE				First absolute ascent			22 agosto 1903	1903	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo	Peter Knubel, Niklaus Knubel, Eduard Cupelin, tre portatori		Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo, Peter Knubel, Niklaus Knubel, Eduard Cupelin, tre portatori	[1]	Wikipedia
item_456	Event on Grivola 	Grivola	FALSE		Golden age of alpinism		First absolute ascent			23 agosto1859	1859	J.Ormsby, R.Bruce, Fidèle-Ambroise Dayné, Zachary Cachat, Jean Tairraz		Kingdom of Sardinia	J.Ormsby, R.Bruce, Fidèle-Ambroise Dayné, Zachary Cachat, Jean Tairraz	John Ormsby (1862) Ascent of the Grivola in Peaks, Passes, and Glaciers, pp. 318-38	Wikipedia, Wikipedia Table
item_457	Event on Grivoletta 	Grivoletta	FALSE				First absolute ascent			14 agosto 1885	1885	George Yeld, S. Henry, J. Jeantet			George Yeld, S. Henry, J. Jeantet	[1]	Wikipedia
item_458	Event on Lauteraarhorn 	Lauteraarhorn	FALSE				First absolute ascent			8 agosto1842	1842	Pierre Jean Édouard Desor, Christian Girard, Arnold Escher von der Linth	Melchior Bannholzer, Jakob Leuthold	Switzerland	Pierre Jean Édouard Desor, Christian Girard, Arnold Escher von der Linth, Melchior Bannholzer, Jakob Leuthold		Wikipedia, Wikipedia Table
item_459	Event on Lyskamm Occidentale 	Lyskamm Occidentale	FALSE		Golden age of alpinism		First absolute ascent			16 agosto1864	1864	Leslie Stephen, Edward North Buxton	Jakob Anderegg, Franz Biner		Leslie Stephen, Edward North Buxton, Jakob Anderegg, Franz Biner		Wikipedia
item_460	Event on Mönch 	Mönch	FALSE		Golden age of alpinism		First absolute ascent			15 agosto 1857	1857	Christian Almer, Christian Kaufmann, Ulrich Kaufmann, Sigismund Porges		Austria, Switzerland	Christian Almer, Christian Kaufmann, Ulrich Kaufmann, Sigismund Porges	Studer, Vol 1, pp. 144-5	Wikipedia, Wikipedia Table
item_461	Event on Punta Dufour 	Punta Dufour	FALSE		Golden age of alpinism		First absolute ascent	Competing Hypothesis		1º agosto 1855	1855	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson	Matthäus Zumtaugwald, Johannes Zumtaugwald	Switzerland, England	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson, Matthäus Zumtaugwald, Johannes Zumtaugwald	Studer, Vol 2, pp. 85-6	Wikipedia, Wikipedia Table
item_462	Event on Punta Scais 	Punta Scais	FALSE		Silver age of alpinism		First absolute ascent			3 luglio 1881	1881	Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni			Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni	[1]	Wikipedia
item_463	Event on Torre di Brenta 	Torre di Brenta	FALSE				First absolute ascent			24 giugno1882	1882	Edward Theodore Compton, Matteo Nicolussi			Edward Theodore Compton, Matteo Nicolussi		Wikipedia
item_464	Event on Corno di Cavento 	Corno di Cavento	FALSE		Silver age of alpinism		First absolute ascent			3 settembre1868	1868	Julius von Payer, Coronna, Griesmayer, Haller			Julius von Payer, Coronna, Griesmayer, Haller		Wikipedia
item_465	Event on Grande Casse 	Grande Casse	FALSE		Golden age of alpinism		First absolute ascent			8 agosto1860	1860	William Mathews, Michel Croz, Étienne Favre		Switzerland, England	William Mathews, Michel Croz, Étienne Favre		Wikipedia, Wikipedia Table
item_466	Event on Mont Avic 	Mont Avic	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	Martino Baretti, Bovio, Santelli			Martino Baretti, Bovio, Santelli		Wikipedia
item_467	Event on Monte Cridola 	Monte Cridola	FALSE				First absolute ascent			1884	1884	Julius Kugy, Pacifico Zande, Giacomo Orsolina (guida di Auronzo di Cadore)			Julius Kugy, Pacifico Zande, Giacomo Orsolina (guida di Auronzo di Cadore)		Wikipedia
item_468	Event on Pizzo Scalino 	Pizzo Scalino	FALSE		Silver age of alpinism		First absolute ascent			22 giugno 1866	1866	Francis Fox Tuckett, Brown	guide Almer e Andermatten		Francis Fox Tuckett, Brown, guide Almer e Andermatten		Wikipedia
item_469	Event on Planjava 	Planjava	FALSE				First absolute ascent			1793	1793	Franz von Hohenwart, Spruk			Franz von Hohenwart, Spruk		Wikipedia
item_470	Event on Punta delle Sengie 	Punta delle Sengie	FALSE		Silver age of alpinism		First absolute ascent			4 settembre 1876	1876	Douglas William Freshfield, Charles Comyns Tucker, D. Minnigerode, F. Devouassoud and P. L. Guichardaz			Douglas William Freshfield, Charles Comyns Tucker, D. Minnigerode, F. Devouassoud and P. L. Guichardaz		Wikipedia
item_471	Event on Scharwandeck 	Scharwandeck	FALSE				First absolute ascent			7 settembre 1913	1913	maggiore E. v.,  Hans Reinl,  Anton Steinmaier, Felix Steinmaier, K. Wieshammer			maggiore E. v.,  Hans Reinl,  Anton Steinmaier, Felix Steinmaier, K. Wieshammer		Wikipedia
item_472	Event on Uia di Ciamarella 	Uia di Ciamarella	FALSE		Golden age of alpinism		First absolute ascent			31 luglio 1857	1857	Antonio Tonini e Ambrosini			Antonio Tonini e Ambrosini		Wikipedia
item_473	Event on Uia di Mondrone 	Uia di Mondrone	FALSE		Golden age of alpinism		First absolute ascent			1857	1857	Antonio Tonini e Ambrosini			Antonio Tonini e Ambrosini		Wikipedia
item_474	Event on Pic Eccles 	Pic Eccles	FALSE		Silver age of alpinism		First absolute ascent			31 agosto 1874	1874	probabilmente James Aubrey-Garth-Marshall, Johann Fisher, Ulrich Almer			probabilmente James Aubrey-Garth-Marshall, Johann Fisher, Ulrich Almer	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_475	Event on Aiguille de Triolet 	Aiguille de Triolet	FALSE		Silver age of alpinism		First absolute ascent			26 agosto1874	1874	James Aubrey-Garth-Marshall, Johann Fischer, Ulrich Almer			James Aubrey-Garth-Marshall, Johann Fischer, Ulrich Almer		Wikipedia
item_476	Event on Cima d'Ambiez 	Cima d'Ambiez	FALSE		Silver age of alpinism		First absolute ascent			5 settembre1880	1880	N. Gaskel, Maurice Holzmann, Johann Kaufmann			N. Gaskel, Maurice Holzmann, Johann Kaufmann		Wikipedia
item_477	Event on Blinnenhorn 	Blinnenhorn	FALSE		Silver age of alpinism		????			5 settembre 1866	1866	Sedley Taylor, Johann Tännler, Franz Guntern (or Guntren)			Sedley Taylor, Johann Tännler, Franz Guntern (or Guntren)	[3] [4]	Wikipedia
item_478	Event on Piz Corvatsch 	Piz Corvatsch	FALSE				First absolute ascent			13 luglio1850	1850	Johann Coaz, compagni			Johann Coaz, compagni	[1]	Wikipedia
item_479	Event on Ago di Nardis 	Ago di Nardis	FALSE				First absolute ascent			28/07/1885	1885	Alberto de Falkner, O. de Falkner, I. Salvatori, A. Tambosi			Alberto de Falkner, O. de Falkner, I. Salvatori, A. Tambosi		Wikipedia
item_480	Event on Aiguille du Tour 	Aiguille du Tour	FALSE				First absolute ascent			1926	1926	M. Dreyfus, R. Duval, P. Henry, M. Ichac			M. Dreyfus, R. Duval, P. Henry, M. Ichac		Wikipedia
item_481	Event on Albaron di Savoia 	Albaron di Savoia	FALSE		Silver age of alpinism		First absolute ascent			2 settembre1866	1866	R. C. Nichols, J.V. Favret			R. C. Nichols, J.V. Favret	[1]	Wikipedia
item_482	Event on Becca di Nona 	Becca di Nona	FALSE				First absolute ascent			1832	1832	Ing. Casalegno dello Stato Maggiore Sardo			Ing. Casalegno dello Stato Maggiore Sardo		Wikipedia
item_483	Event on Bellecôte 	Bellecôte	FALSE		Silver age of alpinism		First absolute ascent			12 settembre1866	1866	Nichols e Roswell	con guide di Chamonix		Nichols e Roswell, con guide di Chamonix		Wikipedia
item_484	Event on Cadreghe di Viso 	Cadreghe di Viso	FALSE				First absolute ascent			26 agosto 1878	1878	Paul Guillemin, André Salvador de Quatrefages, Pic e Véritier			Paul Guillemin, André Salvador de Quatrefages, Pic e Véritier		Wikipedia
item_485	Event on Cima del Fop 	Cima del Fop	FALSE				First absolute ascent			1913	1913	Caccia-Corio-Previtali, versante nordLocatelli-Carenini-Biffi, versante nord-est			Caccia-Corio-Previtali, versante nordLocatelli-Carenini-Biffi, versante nord-est		Wikipedia
item_486	Event on Cima della Bondasca 	Cima della Bondasca	FALSE		Silver age of alpinism		First absolute ascent			1876	1876	Held			Held	AA. VV., Geographisches Lexikon der Schweiz, Neuenburg, Verlag von Gebrüder Attinger, 1902-1910, vol. I, 311.	Wikipedia
item_487	Event on Cima di Valmora (N) 	Cima di Valmora (N)	FALSE				First absolute ascent			1929	1929	Corio-Carminati			Corio-Carminati		Wikipedia
item_488	Event on Cima Nera (Alpi Venoste) 	Cima Nera (Alpi Venoste)	FALSE		Silver age of alpinism		First absolute ascent			10 settembre1867	1867	E. Pfeiffer, B. Klotz, J. Scheiber			E. Pfeiffer, B. Klotz, J. Scheiber		Wikipedia
item_489	Event on Cimone della Bagozza 	Cimone della Bagozza	FALSE				First absolute ascent			8 luglio 1934	1934	Riccardo Cassin, R. Varallo, A. Frattini			Riccardo Cassin, R. Varallo, A. Frattini	[1]	Wikipedia
item_490	Event on Cinque Torri 	Cinque Torri	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			15 luglio1930	1930	P. Dallamano, R. Ghirardini			P. Dallamano, R. Ghirardini		Wikipedia
item_491	Event on Clariden 	Clariden	FALSE		Golden age of alpinism		First absolute ascent			13 agosto 1863	1863	Rambert, Streiff, Stüssi			Rambert, Streiff, Stüssi		Wikipedia
item_492	Event on Corno Baitone 	Corno Baitone	FALSE				Prima ripetizione			1890	1890	Paolo Prudenzini			Paolo Prudenzini		Wikipedia
item_493	Event on Corno Baitone 	Corno Baitone	FALSE				First absolute ascent			precedente al1890	1890	sconosciuto			sconosciuto		Wikipedia
item_494	Event on Corno Bianco (Alpi Pennine) 	Corno Bianco (Alpi Pennine)	FALSE				First absolute ascent			1831	1831	capitano Albert			capitano Albert		Wikipedia
item_495	Event on Corno Nero (Alpi Pennine) 	Corno Nero (Alpi Pennine)	FALSE		Silver age of alpinism		First absolute ascent			18 agosto1873	1873	Marco Maglioli, Alberto Rothschild			Marco Maglioli, Alberto Rothschild		Wikipedia
item_496	Event on Cornone di Blumone 	Cornone di Blumone	FALSE				First absolute ascent			1878	1878	tenente Litzi-Richiudei (XXI compagnia degliAlpini)			tenente Litzi-Richiudei (XXI compagnia degliAlpini)		Wikipedia
item_497	Event on Creta Grauzaria 	Creta Grauzaria	FALSE				First absolute ascent			18 giugno 1893	1893	Arturo Ferrucci, Emilio Pico	Giovanni Filaferro, Giacomo Filaferro		Arturo Ferrucci, Emilio Pico, Giovanni Filaferro, Giacomo Filaferro		Wikipedia
item_498	Event on Crodon di Giaf 	Crodon di Giaf	FALSE				First absolute ascent			27 settembre 1901	1901	L. D'Agostini	G.B. De Santa "Barbe"		L. D'Agostini, G.B. De Santa "Barbe"		Wikipedia
item_499	Event on Crozzon di Brenta 	Crozzon di Brenta	FALSE				First absolute ascent			8 agosto 1884	1884	K. Schulz	M. Nicolussi		K. Schulz, M. Nicolussi		Wikipedia
item_500	Event on Dent de Perroc 	Dent de Perroc	FALSE		Silver age of alpinism		First absolute ascent			31 agosto 1871	1871	A.B. Hamilton, W.R. Rickman, Jean Anzévui, Jean Vuignier			A.B. Hamilton, W.R. Rickman, Jean Anzévui, Jean Vuignier		Wikipedia
item_501	Event on Grand Bérard 	Grand Bérard	FALSE				First absolute ascent			1820	1820	Capitano Durand			Capitano Durand		Wikipedia
item_502	Event on Grand Combin 	Grand Combin	FALSE		Golden age of alpinism		First absolute ascent			30/07/1859	1859	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Switzerland	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz	Studer, Vol 2, pp. 220-2	Wikipedia, Wikipedia Table
item_503	Event on Grand Combin de Grafeneire 	Grand Combin de Grafeneire	FALSE		Golden age of alpinism		First absolute ascent			30/07/1859	1859	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Switzerland	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Wikipedia
item_504	Event on Grand Pic de Belledonne 	Grand Pic de Belledonne	FALSE		Golden age of alpinism		First absolute ascent			16/08/1859	1859	E. Favier, S. Chapuis, A. Perrin, M. Perrin, F. Perrin			E. Favier, S. Chapuis, A. Perrin, M. Perrin, F. Perrin		Wikipedia
item_505	Event on Grande Motte 	Grande Motte	FALSE		Golden age of alpinism		First absolute ascent			1864	1864	Cuthbert, Blandford, Rowsell			Cuthbert, Blandford, Rowsell	[1]	Wikipedia
item_506	Event on Grande Rousse 	Grande Rousse	FALSE		Golden age of alpinism		First absolute ascent			13-14 agosto 1864	1864	T. Blansford, Chutbert, Neighbour, R. C. Nichols, E. P. Roswell, J. V. Favret, M. Brunod			T. Blansford, Chutbert, Neighbour, R. C. Nichols, E. P. Roswell, J. V. Favret, M. Brunod	[1]	Wikipedia
item_507	Event on Granta Parey 	Granta Parey	FALSE		Golden age of alpinism		First absolute ascent			22 agosto1863	1863	Nichols Blanford e Rowsell	Favret e Jacob		Nichols Blanford e Rowsell, Favret e Jacob	[1]	Wikipedia
item_508	Event on Großglockner 	Großglockner	FALSE				First absolute ascent		the Glokners and two other locals, guiding an hour later parson Mathias Hautzendorfer	28 luglio1800	1800	Sepp e Martin Klotz, Martin Reicher, Matthias Hautzendorfer, un altro		Austria	Sepp e Martin Klotz, Martin Reicher, Matthias Hautzendorfer, un altro	Erschliessung 3, 170-2, Klemun, pp. 160-7	Wikipedia, Wikipedia Table
item_509	Event on Haute Cime des Dents du Midi 	Haute Cime des Dents du Midi	FALSE				First absolute ascent			1784	1784	Jean-Maurice Clément		Switzerland	Jean-Maurice Clément	Studer, Vol 2, pp. 53-4	Wikipedia Table
item_510	Event on Hochgolling 	Hochgolling	FALSE				First absolute ascent			8 agosto1791	1791	alpinista sconosciuto di Tamsweg			alpinista sconosciuto di Tamsweg		Wikipedia
item_511	Event on Hochkalter 	Hochkalter	FALSE				First absolute ascent			1830	1830	Friedrich Johann Joseph Cölestin von Schwarzenberg			Friedrich Johann Joseph Cölestin von Schwarzenberg		Wikipedia
item_512	Event on Hohberghorn 	Hohberghorn	FALSE		Silver age of alpinism		First absolute ascent			agosto 1869	1869	R. B. Heathcote, Franz Biner, Peter Perren, Peter Taugwalder senior			R. B. Heathcote, Franz Biner, Peter Perren, Peter Taugwalder senior		Wikipedia
item_513	Event on Jungfrau 	Jungfrau	FALSE				First absolute ascent			3 agosto 1811	1811	Hieronymus Meyer, Johann Rudolf Meyer	Alois Volken, Joseph Bortis	Switzerland	Hieronymus Meyer, Johann Rudolf Meyer, Alois Volken, Joseph Bortis		Wikipedia
item_514	Event on L'Isolée 	L'Isolée	FALSE				First absolute ascent			8 luglio 1925	1925	Armand Charlet, A. Ravanel			Armand Charlet, A. Ravanel		Wikipedia
item_515	Event on Loreakopf 	Loreakopf	FALSE				First absolute ascent			1883	1883	Spiehler, Sprenger			Spiehler, Sprenger		Wikipedia
item_516	Event on Meije 	Meije	FALSE		Silver age of alpinism		First absolute ascent			16 agosto1877	1877	Emmanuel Boileau de Castelnau, Pierre Gasparde (figlio)		France	Emmanuel Boileau de Castelnau, Pierre Gasparde (figlio)		Wikipedia, Wikipedia Table
item_517	Event on Monte Besso 	Monte Besso	FALSE		Golden age of alpinism		First absolute ascent			1862	1862	J. B. Epinay, J. Vianin			J. B. Epinay, J. Vianin		Wikipedia
item_518	Event on Monte Bianco di Courmayeur 	Monte Bianco di Courmayeur	TRUE	Prima salita del Monte Bianco. Prima ascesa di Jacques Balmat e Michel-Gabriel Paccard, considerata l'inizio dell'alpinismo moderno.			First absolute ascent			18 agosto 1822	1822	Frederick Clissold, Joseph-Marie Couttet et al.			Frederick Clissold, Joseph-Marie Couttet et al.		Wikipedia
item_519	Event on Monte Cancervo 	Monte Cancervo	FALSE				First absolute ascent			1940	1940	Fracassi-Colombo, Torrione del Cancervo			Fracassi-Colombo, Torrione del Cancervo		Wikipedia
item_520	Event on Monte Cavallo (Prealpi Bellunesi) 	Monte Cavallo (Prealpi Bellunesi)	FALSE				First absolute ascent			luglio 1726	1726	Giovanni Girolamo Zanichelli, Dimenico Pietro Stefanelli		Italy	Giovanni Girolamo Zanichelli, Dimenico Pietro Stefanelli	Favret Andrea, Leggende: la prima scalata al Monte Cavallo	Wikipedia
item_521	Event on Monte Civetta 	Monte Civetta	FALSE		Golden age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			tra il1855e il1860	1860	Simeone De Silvestro, altri		Italy	Simeone De Silvestro, altri		Wikipedia, Wikipedia Table
item_522	Event on Monte Collalto 	Monte Collalto	FALSE		Golden age of alpinism		First absolute ascent			1854	1854	Hermann van Acken, assistenti misuratori			Hermann van Acken, assistenti misuratori		Wikipedia
item_523	Event on Monte Collon 	Monte Collon	FALSE		Silver age of alpinism		First absolute ascent			31 luglio 1867	1867	G.E. Foster	Hans Baumann, Johann Kronig		G.E. Foster, Hans Baumann, Johann Kronig		Wikipedia
item_524	Event on Monte Gelàs 	Monte Gelàs	FALSE		Golden age of alpinism		First absolute ascent			1864	1864	Paolo di Saint-Robert			Paolo di Saint-Robert		Wikipedia
item_525	Event on Monte Leone 	Monte Leone	FALSE		Golden age of alpinism		First absolute ascent			luglio 1859	1859	anonimi ufficiali svizzeri			anonimi ufficiali svizzeri		Wikipedia
item_526	Event on Monte Losetta 	Monte Losetta	FALSE		Silver age of alpinism		First absolute ascent			25 settembre1877	1877	Paul Guillemin, Salvador de Quatrefages	Emile Pic, J. Chappey		Paul Guillemin, Salvador de Quatrefages, Emile Pic, J. Chappey		Wikipedia
item_527	Event on Monte Maudit 	Monte Maudit	FALSE				First absolute ascent			12 settembre1878	1878	Henry Seymour Hoare, William Edward Davidson	Johann Jaun, Johann von Bergen		Henry Seymour Hoare, William Edward Davidson, Johann Jaun, Johann von Bergen		Wikipedia
item_528	Event on Monte Néry 	Monte Néry	FALSE		Silver age of alpinism		First absolute ascent			2 ottobre1873	1873	Amé Gorret, Jean-Baptiste Bertolin, Jean Ronco			Amé Gorret, Jean-Baptiste Bertolin, Jean Ronco		Wikipedia
item_529	Event on Monte Nevoso (Alto Adige) 	Monte Nevoso (Alto Adige)	FALSE		Silver age of alpinism		First absolute ascent			6 ottobre1866	1866	Rainer von Österreich, Graf Heinrich Wurmbrand, Bergführer Georg Auer, Johann Oberarzbacher aus Rein e Georg Weiss, Gastwirt			Rainer von Österreich, Graf Heinrich Wurmbrand, Bergführer Georg Auer, Johann Oberarzbacher aus Rein e Georg Weiss, Gastwirt		Wikipedia
item_530	Event on Monte Pelvoux 	Monte Pelvoux	FALSE				First absolute ascent			30 luglio1828	1828	Captain Durand, Alexis Liotard, Jacques-Etienne Matheoud		France	Captain Durand, Alexis Liotard, Jacques-Etienne Matheoud		Wikipedia, Wikipedia Table
item_531	Event on Monte Secco 	Monte Secco	FALSE				First absolute ascent			1931	1931	G.B. Cortinovis, E. Corio			G.B. Cortinovis, E. Corio		Wikipedia
item_532	Event on Monte Terza Media 	Monte Terza Media	FALSE				First absolute ascent			11 settembre1889	1889	Karl Diener, A. Holzhevsen			Karl Diener, A. Holzhevsen		Wikipedia
item_533	Event on Monte Tricorno 	Monte Tricorno	FALSE				First absolute ascent			26 agosto1778	1778	Luka Korošec, Matija Kos, Štefan Rožič, Lovrenc Willomitzer			Luka Korošec, Matija Kos, Štefan Rožič, Lovrenc Willomitzer		Wikipedia
item_534	Event on Piccolo Paradiso 	Piccolo Paradiso	FALSE		Silver age of alpinism		First absolute ascent			3 agosto 1869	1869	Pierre-Joseph Frassy (di Valgrisenche)	Élysée Jeantet		Pierre-Joseph Frassy (di Valgrisenche), Élysée Jeantet	[1]	Wikipedia
item_535	Event on Pierra Menta 	Pierra Menta	FALSE				First absolute ascent			1922	1922	L. Zwingelstein e Loustalot			L. Zwingelstein e Loustalot		Wikipedia
item_536	Event on Piz Morteratsch 	Piz Morteratsch	FALSE		Golden age of alpinism		First absolute ascent			11 settembre 1858	1858	C. Brügger, P. Gensler	Karl Emmermann, Angelo Klaingutti		C. Brügger, P. Gensler, Karl Emmermann, Angelo Klaingutti		Wikipedia
item_537	Event on Piz Palü 	Piz Palü	FALSE				First absolute ascent	Competing Hypothesis		12 Aug 1835	1835	Johann Madutz, Gian Marchet Colani [de], Peter and M. Flury and Oswald Heer		Switzerland	Johann Madutz, Gian Marchet Colani [de], Peter and M. Flury and Oswald Heer	Studer, Vol 3, pp. 146-8	Wikipedia Table
item_538	Event on Piz Palü 	Piz Palü	FALSE		Silver age of alpinism		First absolute ascent	Competing Hypothesis		1866	1866	K. E. Digby, Peter Jenny e un portatore			K. E. Digby, Peter Jenny e un portatore		Wikipedia
item_539	Event on Pizzo Redorta 	Pizzo Redorta	FALSE				First absolute ascent			1830	1830	Un gruppo di cartografi austriaci			Un gruppo di cartografi austriaci		Wikipedia
item_540	Event on Pizzo Zupò 	Pizzo Zupò	FALSE		Golden age of alpinism		First absolute ascent			9 luglio 1863	1863	L. Enderlin, Otto Serardy, Badrutt		Switzerland	L. Enderlin, Otto Serardy, Badrutt	Michel Caviezel, Tourist's Guide to the Upper Engadine, 1875, p. 179
 Studer, Vol 3, pp. 109-10	Wikipedia, Wikipedia Table
item_541	Event on Punta Bianca della Grivola 	Punta Bianca della Grivola	FALSE		Golden age of alpinism		First absolute ascent			21 settembre1858	1858	Pierre-Balthazar Chamonin, Joseph-Antoine Jeantet			Pierre-Balthazar Chamonin, Joseph-Antoine Jeantet		Wikipedia
item_542	Event on Punta Carmen du Tacul 	Punta Carmen du Tacul	FALSE				First absolute ascent			13 agosto 1923	1923	H. Bregeault, Paul Chevalier, Jacques de Lépiney			H. Bregeault, Paul Chevalier, Jacques de Lépiney		Wikipedia
item_543	Event on Punta di Charbonnel 	Punta di Charbonnel	FALSE		Golden age of alpinism		First absolute ascent			17 luglio1862	1862	Michel-Ange Foderé, Michel-Antoine Boniface detto Totogno, Jacques e Marcellin Personnaz			Michel-Ange Foderé, Michel-Antoine Boniface detto Totogno, Jacques e Marcellin Personnaz	[1]	Wikipedia
item_544	Event on Punta Dunant 	Punta Dunant	FALSE				First absolute ascent	Competing Hypothesis		12 Aug 1848	1848	Johann Madutz, Matthäus Zumtaugwald		Switzerland	Johann Madutz, Matthäus Zumtaugwald	Repeated on 22 Aug 1851 by Johann Zumtaugwald, Peter Taugwalder, Peter Inderbinen and Adolf and Hermann Schlagintweit. Wolfgang Pusch, Helmut Dumler, Willi P. Burkhardt, Viertausender der Alpen, Bergverlag Rother GmbH, 2013, p. 119  In 1891 W.A.B. Coolidge deduced that they had reached the 4,618 m Grenzgipfel, but he may have been in error. Studer, Vol 2, pp. 78-85	Wikipedia Table
