pivot_ID	event_name	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
482	Dent de Perroc	FALSE		Silver age of alpinism		First absolute ascent			31 agosto 1871	1871	A.B. Hamilton, W.R. Rickman, Jean Anzévui, Jean Vuignier			A.B. Hamilton, W.R. Rickman, Jean Anzévui, Jean Vuignier		Wikipedia
483	Grand Bérard	FALSE				First absolute ascent			1820	1820	Capitano Durand			Capitano Durand		Wikipedia
484	Grand Combin	FALSE		Golden age of alpinism		First absolute ascent			30/07/1859	1859	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Switzerland	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz	Studer, Vol 2, pp. 220-2	Wikipedia, Wikipedia Table
485	Grand Combin de Grafeneire	FALSE		Golden age of alpinism		First absolute ascent			30/07/1859	1859	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Switzerland	Charles Joseph Sainte-Claire Deville, Daniel Balleys, Emanuel Balleys, Gaspard Balleys, Basile Dorsaz		Wikipedia
486	Grand Pic de Belledonne	FALSE		Golden age of alpinism		First absolute ascent			16/08/1859	1859	E. Favier, S. Chapuis, A. Perrin, M. Perrin, F. Perrin			E. Favier, S. Chapuis, A. Perrin, M. Perrin, F. Perrin		Wikipedia
487	Grande Motte	FALSE		Golden age of alpinism		First absolute ascent			1864	1864	Cuthbert, Blandford, Rowsell			Cuthbert, Blandford, Rowsell	[1]	Wikipedia
488	Grande Rousse	FALSE		Golden age of alpinism		First absolute ascent			13-14 agosto 1864	1864	T. Blansford, Chutbert, Neighbour, R. C. Nichols, E. P. Roswell, J. V. Favret, M. Brunod			T. Blansford, Chutbert, Neighbour, R. C. Nichols, E. P. Roswell, J. V. Favret, M. Brunod	[1]	Wikipedia
489	Granta Parey	FALSE		Golden age of alpinism		First absolute ascent			22 agosto1863	1863	Nichols Blanford e Rowsell	Favret e Jacob		Nichols Blanford e Rowsell, Favret e Jacob	[1]	Wikipedia
490	Großglockner	FALSE				First absolute ascent		the Glokners and two other locals, guiding an hour later parson Mathias Hautzendorfer	28 luglio1800	1800	Sepp e Martin Klotz, Martin Reicher, Matthias Hautzendorfer, un altro		Austria	Sepp e Martin Klotz, Martin Reicher, Matthias Hautzendorfer, un altro	Erschliessung 3, 170-2, Klemun, pp. 160-7	Wikipedia, Wikipedia Table
491	Haute Cime des Dents du Midi	FALSE				First absolute ascent			1784	1784	Jean-Maurice Clément		Switzerland	Jean-Maurice Clément	Studer, Vol 2, pp. 53-4	Wikipedia Table
492	Hochgolling	FALSE				First absolute ascent			8 agosto1791	1791	alpinista sconosciuto di Tamsweg			alpinista sconosciuto di Tamsweg		Wikipedia
493	Hochkalter	FALSE				First absolute ascent			1830	1830	Friedrich Johann Joseph Cölestin von Schwarzenberg			Friedrich Johann Joseph Cölestin von Schwarzenberg		Wikipedia
494	Hohberghorn	FALSE		Silver age of alpinism		First absolute ascent			agosto 1869	1869	R. B. Heathcote, Franz Biner, Peter Perren, Peter Taugwalder senior			R. B. Heathcote, Franz Biner, Peter Perren, Peter Taugwalder senior		Wikipedia
495	Jungfrau	FALSE				First absolute ascent			3 agosto 1811	1811	Hieronymus Meyer, Johann Rudolf Meyer	Alois Volken, Joseph Bortis	Switzerland	Hieronymus Meyer, Johann Rudolf Meyer, Alois Volken, Joseph Bortis		Wikipedia
496	L'Isolée	FALSE				First absolute ascent			8 luglio 1925	1925	Armand Charlet, A. Ravanel			Armand Charlet, A. Ravanel		Wikipedia
497	Loreakopf	FALSE				First absolute ascent			1883	1883	Spiehler, Sprenger			Spiehler, Sprenger		Wikipedia
498	Meije	FALSE		Silver age of alpinism		First absolute ascent			16 agosto1877	1877	Emmanuel Boileau de Castelnau, Pierre Gasparde (figlio)		France	Emmanuel Boileau de Castelnau, Pierre Gasparde (figlio)		Wikipedia, Wikipedia Table
499	Monte Besso	FALSE		Golden age of alpinism		First absolute ascent			1862	1862	J. B. Epinay, J. Vianin			J. B. Epinay, J. Vianin		Wikipedia
500	Monte Bianco di Courmayeur	TRUE	Prima salita del Monte Bianco. Prima ascesa di Jacques Balmat e Michel-Gabriel Paccard, considerata l'inizio dell'alpinismo moderno.			First absolute ascent			18 agosto 1822	1822	Frederick Clissold, Joseph-Marie Couttet et al.			Frederick Clissold, Joseph-Marie Couttet et al.		Wikipedia
501	Monte Cancervo	FALSE				First absolute ascent			1940	1940	Fracassi-Colombo, Torrione del Cancervo			Fracassi-Colombo, Torrione del Cancervo		Wikipedia
502	Monte Cavallo (Prealpi Bellunesi)	FALSE				First absolute ascent			luglio 1726	1726	Giovanni Girolamo Zanichelli, Dimenico Pietro Stefanelli		Italy	Giovanni Girolamo Zanichelli, Dimenico Pietro Stefanelli	Favret Andrea, Leggende: la prima scalata al Monte Cavallo	Wikipedia
503	Monte Civetta	FALSE		Golden age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			tra il1855e il1860	1860	Simeone De Silvestro, altri		Italy	Simeone De Silvestro, altri		Wikipedia, Wikipedia Table
504	Monte Collalto	FALSE		Golden age of alpinism		First absolute ascent			1854	1854	Hermann van Acken, assistenti misuratori			Hermann van Acken, assistenti misuratori		Wikipedia
505	Monte Collon	FALSE		Silver age of alpinism		First absolute ascent			31 luglio 1867	1867	G.E. Foster	Hans Baumann, Johann Kronig		G.E. Foster, Hans Baumann, Johann Kronig		Wikipedia
506	Monte Gelàs	FALSE		Golden age of alpinism		First absolute ascent			1864	1864	Paolo di Saint-Robert			Paolo di Saint-Robert		Wikipedia
507	Monte Leone	FALSE		Golden age of alpinism		First absolute ascent			luglio 1859	1859	anonimi ufficiali svizzeri			anonimi ufficiali svizzeri		Wikipedia
508	Monte Losetta	FALSE		Silver age of alpinism		First absolute ascent			25 settembre1877	1877	Paul Guillemin, Salvador de Quatrefages	Emile Pic, J. Chappey		Paul Guillemin, Salvador de Quatrefages, Emile Pic, J. Chappey		Wikipedia
509	Monte Maudit	FALSE				First absolute ascent			12 settembre1878	1878	Henry Seymour Hoare, William Edward Davidson	Johann Jaun, Johann von Bergen		Henry Seymour Hoare, William Edward Davidson, Johann Jaun, Johann von Bergen		Wikipedia
510	Monte Néry	FALSE		Silver age of alpinism		First absolute ascent			2 ottobre1873	1873	Amé Gorret, Jean-Baptiste Bertolin, Jean Ronco			Amé Gorret, Jean-Baptiste Bertolin, Jean Ronco		Wikipedia
511	Monte Nevoso (Alto Adige)	FALSE		Silver age of alpinism		First absolute ascent			6 ottobre1866	1866	Rainer von Österreich, Graf Heinrich Wurmbrand, Bergführer Georg Auer, Johann Oberarzbacher aus Rein e Georg Weiss, Gastwirt			Rainer von Österreich, Graf Heinrich Wurmbrand, Bergführer Georg Auer, Johann Oberarzbacher aus Rein e Georg Weiss, Gastwirt		Wikipedia
512	Monte Pelvoux	FALSE				First absolute ascent			30 luglio1828	1828	Captain Durand, Alexis Liotard, Jacques-Etienne Matheoud		France	Captain Durand, Alexis Liotard, Jacques-Etienne Matheoud		Wikipedia, Wikipedia Table
513	Monte Secco	FALSE				First absolute ascent			1931	1931	G.B. Cortinovis, E. Corio			G.B. Cortinovis, E. Corio		Wikipedia
514	Monte Terza Media	FALSE				First absolute ascent			11 settembre1889	1889	Karl Diener, A. Holzhevsen			Karl Diener, A. Holzhevsen		Wikipedia
515	Monte Tricorno	FALSE				First absolute ascent			26 agosto1778	1778	Luka Korošec, Matija Kos, Štefan Rožič, Lovrenc Willomitzer			Luka Korošec, Matija Kos, Štefan Rožič, Lovrenc Willomitzer		Wikipedia
516	Piccolo Paradiso	FALSE		Silver age of alpinism		First absolute ascent			3 agosto 1869	1869	Pierre-Joseph Frassy (di Valgrisenche)	Élysée Jeantet		Pierre-Joseph Frassy (di Valgrisenche), Élysée Jeantet	[1]	Wikipedia
517	Pierra Menta	FALSE				First absolute ascent			1922	1922	L. Zwingelstein e Loustalot			L. Zwingelstein e Loustalot		Wikipedia
518	Piz Morteratsch	FALSE		Golden age of alpinism		First absolute ascent			11 settembre 1858	1858	C. Brügger, P. Gensler	Karl Emmermann, Angelo Klaingutti		C. Brügger, P. Gensler, Karl Emmermann, Angelo Klaingutti		Wikipedia
519	Piz Palü	FALSE				First absolute ascent	Competing Hypothesis		12 Aug 1835	1835	Johann Madutz, Gian Marchet Colani [de], Peter and M. Flury and Oswald Heer		Switzerland	Johann Madutz, Gian Marchet Colani [de], Peter and M. Flury and Oswald Heer	Studer, Vol 3, pp. 146-8	Wikipedia Table
519	Piz Palü	FALSE		Silver age of alpinism		First absolute ascent	Competing Hypothesis		1866	1866	K. E. Digby, Peter Jenny e un portatore			K. E. Digby, Peter Jenny e un portatore		Wikipedia
520	Pizzo Redorta	FALSE				First absolute ascent			1830	1830	Un gruppo di cartografi austriaci			Un gruppo di cartografi austriaci		Wikipedia
521	Pizzo Zupò	FALSE		Golden age of alpinism		First absolute ascent			9 luglio 1863	1863	L. Enderlin, Otto Serardy, Badrutt		Switzerland	L. Enderlin, Otto Serardy, Badrutt	Michel Caviezel, Tourist's Guide to the Upper Engadine, 1875, p. 179
 Studer, Vol 3, pp. 109-10	Wikipedia, Wikipedia Table
522	Punta Bianca della Grivola	FALSE		Golden age of alpinism		First absolute ascent			21 settembre1858	1858	Pierre-Balthazar Chamonin, Joseph-Antoine Jeantet			Pierre-Balthazar Chamonin, Joseph-Antoine Jeantet		Wikipedia
523	Punta Carmen du Tacul	FALSE				First absolute ascent			13 agosto 1923	1923	H. Bregeault, Paul Chevalier, Jacques de Lépiney			H. Bregeault, Paul Chevalier, Jacques de Lépiney		Wikipedia
524	Punta di Charbonnel	FALSE		Golden age of alpinism		First absolute ascent			17 luglio1862	1862	Michel-Ange Foderé, Michel-Antoine Boniface detto Totogno, Jacques e Marcellin Personnaz			Michel-Ange Foderé, Michel-Antoine Boniface detto Totogno, Jacques e Marcellin Personnaz	[1]	Wikipedia
525a	Punta Dunant	FALSE				First absolute ascent	Competing Hypothesis		12 Aug 1848	1848	Johann Madutz, Matthäus Zumtaugwald		Switzerland	Johann Madutz, Matthäus Zumtaugwald	Repeated on 22 Aug 1851 by Johann Zumtaugwald, Peter Taugwalder, Peter Inderbinen and Adolf and Hermann Schlagintweit. Wolfgang Pusch, Helmut Dumler, Willi P. Burkhardt, Viertausender der Alpen, Bergverlag Rother GmbH, 2013, p. 119  In 1891 W.A.B. Coolidge deduced that they had reached the 4,618 m Grenzgipfel, but he may have been in error. Studer, Vol 2, pp. 78-85	Wikipedia Table
525	Punta Dunant	FALSE		Golden age of alpinism		First absolute ascent	Competing Hypothesis		1854	1854	Christopher Smyth, James G. Smyth, E. Smyth			Christopher Smyth, James G. Smyth, E. Smyth		Wikipedia
526	Punta Giordani	FALSE				First absolute ascent			23 luglio1801	1801	Pietro Giordani	altri		Pietro Giordani, altri		Wikipedia
527	Punta Roncia	FALSE				First absolute ascent			15 luglio1784	1784	Robert de Lamanon, Bouvier			Robert de Lamanon, Bouvier		Wikipedia
528	Punte Patrì	FALSE		Silver age of alpinism		First absolute ascent			7 agosto 1881	1881	A. Sella, C. Sella, A. Sella, G. Sella	Jean-Joseph Maquignaz, Jean-Baptiste Bich		A. Sella, C. Sella, A. Sella, G. Sella, Jean-Joseph Maquignaz, Jean-Baptiste Bich		Wikipedia
529	Langkofel	FALSE		Silver age of alpinism		First absolute ascent			13/08/1869	1869	Peter Salcher, Franz Innerkofler, Paul Grohmann		Austria-Hungary	Peter Salcher, Franz Innerkofler, Paul Grohmann		Wikipedia, Wikipedia Table
530	Calanda	FALSE				First absolute ascent			1559	1559	J. Schmid, Z. Beeli, J. Pontisella, and others		Switzerland	J. Schmid, Z. Beeli, J. Pontisella, and others	German and Austrian Alpine Club, Die Erschliessung der Ostalpen Volumes 1, 2, and 3, Berlin, 1894. --> Erschliessung 2, 380, 423	Wikipedia Table
531	Serles	FALSE				First absolute ascent			1579	1579	Hans Georg Ernstinger		Austria	Hans Georg Ernstinger		Wikipedia Table
532	Westliche Karwendelspitze	FALSE				First absolute ascent			1654	1654	Christian Mentzel		Holy Roman Empire	Christian Mentzel		Wikipedia Table
533	Säntis	FALSE				First absolute ascent			14 Dec 1680	1680	Two priests, a naturalist and a guide		Switzerland	Two priests, a naturalist and a guide		Wikipedia Table
534	Piz Beverin	FALSE				First absolute ascent			1707	1707	Rudolf von Rosenroll		Switzerland	Rudolf von Rosenroll		Wikipedia Table
535	Grintovec	FALSE				First absolute ascent			1759	1759	Giovanni Antonio Scopoli		Austria	Giovanni Antonio Scopoli		Wikipedia Table
536	Mont Buet	FALSE				First absolute ascent			20 Sep 1770	1770	Jean-André Deluc, Guillaume-Antoine Deluc, Bernard Pomet 		Switzerland	Jean-André Deluc, Guillaume-Antoine Deluc, Bernard Pomet 	Francis Gribble, The story of Alpine Climbing, London, 1904, pp. 41-9	Wikipedia, Wikipedia Table
537	Triglav	FALSE				First absolute ascent			26 Aug 1778	1778	Lovrenc Willomitzer, Luka Korošec, Matevž Kos, Štefan Rožič		Austria	Lovrenc Willomitzer, Luka Korošec, Matevž Kos, Štefan Rožič		Wikipedia Table
538	Sulzfluh	FALSE				First absolute ascent			1782	1782	J. B. Catani and L. Pool		Switzerland	J. B. Catani and L. Pool		Wikipedia Table
539	Scopi	FALSE				First absolute ascent			1782	1782	Placidus a Spescha, Joh. Bagliel		Switzerland	Placidus a Spescha, Joh. Bagliel		Wikipedia Table
540	Rheinwaldhorn	FALSE				First absolute ascent			Jul 1789	1789	Placidus a Spesch		Switzerland	Placidus a Spesch	Studer, Vol 3, pp. 50-2	Wikipedia Table
541	Oberalpstock	FALSE				First absolute ascent			1792	1792	Josef Senoner, Placidus a Spescha		Austria, Switzerland	Josef Senoner, Placidus a Spescha		Wikipedia Table
542	Klein Matterhorn	FALSE				First absolute ascent			13 Aug 1792	1792	Horace-Bénédict de Saussure, Nicolas-Théodore de Saussure, Jean-Marie Couttet, Jean-Baptiste Hérin, five other guides		Switzerland, Duchy of Savoy	Horace-Bénédict de Saussure, Nicolas-Théodore de Saussure, Jean-Marie Couttet, Jean-Baptiste Hérin, five other guides	Studer, Vol 2, pp. 53-4	Wikipedia Table
543	Großes Wiesbachhorn	FALSE				First absolute ascent		ca. 1795	1795	1795	Three brothers named Zorner		Austria	Three brothers named Zorner	Erschliessung 3, 208-9	Wikipedia Table
544	Kleinglockner	FALSE				First absolute ascent			25 Aug 1799	1799	Four guides from Heiligenblut (including "the Glokners", often nicknamed Martin and Sepp "Klotz"), Sigmund von Hohenwart		Austria	Four guides from Heiligenblut (including "the Glokners", often nicknamed Martin and Sepp "Klotz"), Sigmund von Hohenwart	Erschliessung 3, 168-70 Klemun, pp. 153-5	Wikipedia Table
545	Ortler	FALSE				First absolute ascent			27 Sep 1804	1804	Josef Pichler, Johann Leitner, Johann Klausner		Austria-Hungary	Josef Pichler, Johann Leitner, Johann Klausner		
546	Torstein	FALSE				First absolute ascent										
547	Zumsteinspitze	FALSE				First absolute ascent										
548	Schalfkogel	FALSE				First absolute ascent	Undisputed		1830	1830	Frédéric Mercey	guides from Meran and Pfelders	Austria, France	Frédéric Mercey, guides from Meran and Pfelders	Erschliessung 2, 352-4.	Wikipedia, Wikipedia Table
549	Fernerkogel	FALSE				First absolute ascent										
550	Habicht	FALSE				First absolute ascent										
551	Großer Löffler	FALSE				First absolute ascent	Undisputed		12 Sept 1843	1843	Markus Vincent Lipold, chamois hunter from Mayrhofen		Austria	Markus Vincent Lipold, chamois hunter from Mayrhofen	Erschliessung 3, 66	Wikipedia (DE), Wikipedia Table
552	Weißkugel	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		30 Sep 1861	1861	Joseph Anton Specht, Leander Klotz, Johann Raffeiner			Joseph Anton Specht, Leander Klotz, Johann Raffeiner		Wikipedia (DE)
552	Weißkugel	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		30 Sep 1861	1861	Joseph Anton Specht, Leander Klotz, Nicodem Klotz			Joseph Anton Specht, Leander Klotz, Nicodem Klotz		Wikipedia (DE), Wikipedia (FR)
552	Weißkugel	FALSE				First absolute ascent	Concurrent Hypotesis		Aug 1845	1845	Johann Gurschler, Josef Weitthalm		Austria	Johann Gurschler, Josef Weitthalm	Hanspaul Menara, Hannsjörg Hager, Berge und Bergsteiger: Alpingeschichte Südtirols, Verlagsanstalt Athesia, 1994, pp. 55-57.	Wikipedia, Wikipedia Table
552	Weißkugel	FALSE				First absolute ascent	Concurrent Hypotesis		1850	1850	Joseph Anton Specht, Leander Klotz, Nicodem Klotz			Joseph Anton Specht, Leander Klotz, Nicodem Klotz		Wikipedia (IT)
553	Schrammacher	FALSE				First absolute ascent	Undisputed		19 August 1847	1847	Peter Carl Thurwieser, Georg Lechner, Jakob Huber		Austria	Peter Carl Thurwieser, Georg Lechner, Jakob Huber		
554	Zuckerhütl	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		1863	1863	Joseph Anton Specht, Alois Tanzer		Austria	Joseph Anton Specht, Alois Tanzer		Wikipedia (DE), Wikipedia (IT), Wikipedia (FR)
554	Zuckerhütl	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		1862	1862	Joseph Anton Specht, Alois Tanzer		Austria	Joseph Anton Specht, Alois Tanzer	Erschliessung 2, 25	Wikipedia Table
555	Wannenhorn	FALSE		Golden age of alpinism		First absolute ascent	Undisputed		6 August 1864	1864	Gottlieb Samuel Studer, Rudolf Lindt, Kaspar Blatter, Peter Sulzer		Switzerland	Gottlieb Samuel Studer, Rudolf Lindt, Kaspar Blatter, Peter Sulzer	Studer, Vol 1, pp. 224-9	Wikipedia (DE), Wikipedia (ENG), Wikipedia (FR)
556	Cima Ovest (Tre Cime di Lavaredo)	FALSE		Silver age of alpinism		First absolute ascent			21 August 1879	1879	Michel Innerkofler, G. Ploner		Austro-Hungary	Michel Innerkofler, G. Ploner		Wikipedia Article (https://en.wikipedia.org/wiki/Tre_Cime_di_Lavaredo)
557	Cima Piccola (Tre Cime di Lavaredo)	FALSE		Silver age of alpinism		First absolute ascent			25 July 1881	1881	Michel Innerkofler, Hans Innerkofler		Austro-Hungary	Michel Innerkofler, Hans Innerkofler		Wikipedia Article (https://en.wikipedia.org/wiki/Tre_Cime_di_Lavaredo)
558	Watzespitze	FALSE		Silver age of alpinism		First absolute ascent			29 Sep 1869	1869	Alois Ennemoser		Austro-Hungary	Alois Ennemoser	Erschliessung 2, 307	Wikipedia (DE), Wikipedia (ENG), Wikipedia (FR), Wikipedia Table
559	Petit Dru	FALSE				First absolute ascent			12 September 1878	1878	Clinton Thomas Dent, James Walker Hartley	Alexander Burgener, Kaspar Maurer	Switzerland, England	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer		Wikipedia (ENG), Wikipedia (FR), Wikipedia (IT), Wikipedia (DE), Wikipedia Table
560	Delago Tower	FALSE				First absolute ascent			22 September 1895	1895	Hermann Delago		Austria-Hungary	Hermann Delago	Vajolet Towers at summitpost.org	Wikipedia (FR), Wikipedia Table
561	Stockhorn	FALSE				First absolute ascent			1536	1536	Johann Müller, Peter Kunz (from Bern), others		Switzerland	Johann Müller, Peter Kunz (from Bern), others		Wikipedia Table
